ECM2=A2286812A62FA2935BE89E3D40AA5609,1,2,12043,-1,11000000,1100000000,237,"479349908069337285977863,1751303705738553935025930289,59542475882828062864342198081"
ECM2=24B3CFAD2B318193341F8733260E7A94,1,2,12049,-1,11000000,1100000000,237,"265079,3819436609,5195959355399497,1110252893633016534510113"
